Significant,-LOG10 p-value,l2fc,Protein IDs,Majority protein IDs,Protein names,Gene,4721,4945,4715,4718,4524,4722,4716,4717
,1.54083666081056,-0.257711410522461,XP_003484153,XP_003484153,LOW QUALITY PROTEIN: ubiquitin carboxyl-terminal hydrolase 11,USP11,26.11953354,25.90058136,25.98813057,26.10201454,26.06671333,26.32251167,26.36794662,26.38393402
,0.261197783106619,0.0403280258178711,XP_003484266,XP_003484266,vesicle-trafficking protein SEC22b,LOC100157002,31.02867889,31.07335663,30.87957001,30.99415398,30.82471848,30.95573807,30.97862434,31.05536652
,0.33259288605497,0.146643161773682,XP_005652426,XP_005652426,alpha-2-HS-glycoprotein,AHSG,31.71918488,31.36812401,31.0952816,31.51690674,31.65130043,31.25225639,31.01265335,31.1967144
,1.2700795686948,0.451615333557129,XP_005652447,XP_005652447,EPM2A-interacting protein 1,EPM2AIP1,24.98728561,25.02757645,25.17027855,25.24655533,24.77555275,24.15019035,24.98672104,24.71277046
,1.07888542431088,0.664754390716553,XP_005652452,XP_005652452,LOW QUALITY PROTEIN: golgin subfamily A member 4,GOLGA4,25.36268997,25.03120041,26.08733749,24.97517586,24.36702919,25.05063438,25.01639748,24.36332512
,0.331112973689237,0.082852840423584,XP_005652622,XP_005652622,prefoldin subunit 5,PFDN5,26.54648399,26.57686615,26.53391838,26.74624634,26.67209053,26.42237854,26.67935944,26.29827499
,1.06254868860875,0.180237770080566,XP_005652636;CON__P05784;XP_003131481;CON__H-INV:HIT000015463;CON__A2A5Y0;XP_020922672;CON__Q14532;CON__A2AB72;CON__O76015;XP_003131480;CON__O76013;CON__O76014;CON__REFSEQ:XP_986630;CON__Q2M2I5;XP_020922673,XP_005652636,"keratin, type I cytoskeletal 18",KRT18,32.70837021,32.68649673,32.67749405,32.76012039,32.55944443,32.39330292,32.75897217,32.39981079
+,2.45006771208745,-0.460769653320313,XP_005652652;XP_020948071,XP_005652652;XP_020948071,gamma-enolase isoform X1;gamma-enolase isoform X2,ENO2,31.85177231,31.7283783,32.07937622,32.07112122,32.33958054,32.45355988,32.49736023,32.28322601
+,3.86392918027174,-0.782469272613525,XP_005652679;XP_020920225,XP_005652679,LOW QUALITY PROTEIN: synaptotagmin-1,SYT1,26.32247734,26.051754,26.18568993,26.39129448,26.87232208,27.03401756,27.07285881,27.10189438
,1.45633175867937,0.149773120880127,XP_005652934;XP_003123386,XP_005652934;XP_003123386,UV excision repair protein RAD23 homolog A isoform X2;UV excision repair protein RAD23 homolog A isoform X1,RAD23A,25.50818062,25.70041466,25.74673462,25.65247536,25.48867226,25.47698021,25.56028366,25.48277664
+,3.63444325115215,0.691126823425293,XP_005653330,XP_005653330,xaa-Pro dipeptidase,PEPD,30.78651428,30.64813042,30.76287651,30.753582,30.1309948,30.23933792,29.90684319,29.90942001
,1.37688966178587,-0.0870876312255859,XP_005653559;NP_001171998;XP_020953641;XP_020953642,XP_005653559;NP_001171998;XP_020953641;XP_020953642,protein unc-45 homolog A isoform X2;protein unc-45 homolog A;protein unc-45 homolog A isoform X1;protein unc-45 homolog A isoform X3,UNC45A,28.24290848,28.14151001,28.24399757,28.26579666,28.26713753,28.35816956,28.29754066,28.3197155
,0.970399560777865,1.22016143798828,XP_005653581;XP_005653580;NP_999442;XP_020953963,XP_005653581;XP_005653580;NP_999442;XP_020953963,aminopeptidase N isoform X2;aminopeptidase N isoform X2;aminopeptidase N;aminopeptidase N isoform X1,ANPEP,26.61778831,26.66641426,26.57945824,26.05326843,26.36541176,24.36458588,26.31243706,23.9938488
,0.64409465113788,-0.0829229354858398,XP_020918085;XP_013854694;XP_020918084;XP_005653725;XP_005653724;XP_005653723;XP_005653722;XP_005653721,XP_020918085;XP_013854694;XP_020918084;XP_005653725;XP_005653724;XP_005653723;XP_005653722;XP_005653721,nuclear mitotic apparatus protein 1 isoform X2;nuclear mitotic apparatus protein 1 isoform X2;nuclear mitotic apparatus protein 1 isoform X1;nuclear mitotic apparatus protein 1 isoform X1;nuclear mitotic apparatus protein 1 isoform X1;nuclear mitotic appar,NUMA1,30.13124084,30.33745384,30.35499954,30.2853775,30.34931564,30.37264442,30.44371605,30.27508736
+,2.51194263452052,0.547895908355713,XP_005653804,XP_005653804,protein odr-4 homolog,ODR4,25.79297829,25.84763908,25.67502975,25.41286659,25.30914307,25.02947426,25.12817574,25.07013702
,3.03375538836047,0.212745189666748,XP_005653913,XP_005653913,LOW QUALITY PROTEIN: septin-9,SEPTIN9,29.24999809,29.30286598,29.37266541,29.30275726,29.07533455,29.08392906,29.16538048,29.0526619
,0.369527456067459,-0.0714068412780762,XP_005653924,XP_005653924,signal recognition particle subunit SRP68,SRP68,27.93651962,27.9617939,28.11887169,28.16748619,27.99356079,28.03469849,28.24884605,28.19319344
,0.0157313449397407,0.00431251525878906,XP_005654217;XP_020930454,XP_005654217;XP_020930454,UBX domain-containing protein 4 isoform X1;UBX domain-containing protein 4 isoform X2,UBXN4,26.87384796,26.85780525,26.7359581,26.77454758,26.55098152,26.90230751,26.92512894,26.84649086
+,3.34241413243848,-0.365197658538818,XP_005654507,XP_005654507,myelin expression factor 2 isoform X2,MYEF2,28.98622704,29.01584625,29.04616928,28.96548653,29.22022629,29.40320396,29.43304825,29.41804123
,0.145288939863908,0.0966286659240723,XP_005654535;XP_020955030,XP_005654535;XP_020955030,protein disulfide-isomerase TMX3 isoform X1;protein disulfide-isomerase TMX3 isoform X2,TMX3,26.38353729,26.56990242,26.06776047,26.71829605,26.04841232,25.9061203,26.71868706,26.67976189
,0.199881358491059,-0.0203471183776855,XP_005654810;NP_001231859;XP_005654812;XP_020934400;XP_013842803;XP_020934422;XP_020934407;XP_020934436;XP_013842804;XP_013842805;XP_020934448,XP_005654810;NP_001231859;XP_005654812;XP_020934400;XP_013842803;XP_020934422;XP_020934407;XP_020934436;XP_013842804;XP_013842805;XP_020934448,heterogeneous nuclear ribonucleoprotein M isoform X1;heterogeneous nuclear ribonucleoprotein M;heterogeneous nuclear ribonucleoprotein M isoform X3;heterogeneous nuclear ribonucleoprotein M isoform X7;heterogeneous nuclear ribonucleoprotein M isoform X5;he,HNRNPM,31.89102745,31.98746109,32.02468872,31.89580154,31.93694687,31.99023628,32.02373123,31.9294529
+,1.66872748590685,0.785367012023926,XP_005655060;XP_005655059;XP_005655058;NP_001230853;XP_020933793,XP_005655060;XP_005655059;XP_005655058;NP_001230853,protein transport protein Sec24A isoform X3;protein transport protein Sec24A isoform X2;protein transport protein Sec24A isoform X1;protein transport protein Sec24A,SEC24A,25.95189285,26.62853622,26.61104774,26.2005825,25.84551048,25.82880974,25.01601601,25.56025505
,2.34227617105703,0.274213790893555,XP_005655282;XP_020941544;NP_999574,XP_005655282;XP_020941544;NP_999574,succinate--CoA ligase;succinate--CoA ligase;succinate--CoA ligase,SUCLG1,29.46559906,29.58409119,29.39413261,29.33513451,29.19037056,29.18751717,29.07887459,29.22533989
,0.500321009428302,-0.739889621734619,XP_005655311;XP_020943344,XP_005655311;XP_020943344,protein phosphatase 1G isoform X1;protein phosphatase 1G isoform X2,PPM1G,24.07725143,27.10339546,26.64897156,25.86653328,26.57845116,26.82371712,26.87654495,26.37699699
,0.310320343700866,0.48987865447998,XP_005655354,XP_005655354,60S ribosomal protein L8,RPL8,27.24916267,29.00589752,27.65792274,27.129179,26.70318985,26.63297844,26.96829224,28.7781868
,0.593233728898198,0.632907867431641,XP_020945682;XP_020945681;XP_005655478,XP_020945682;XP_020945681;XP_005655478,olfactomedin-like protein 3 isoform X2;olfactomedin-like protein 3 isoform X2;olfactomedin-like protein 3 isoform X1,OLFML3,24.33502579,25.66866112,25.88871765,26.0053463,24.5809021,24.50143242,25.80668449,24.47710037
,0.299132824622994,0.112715721130371,XP_020946400;XP_005655499;XP_020946398,XP_020946400;XP_005655499;XP_020946398,putative helicase MOV-10 isoform X2;putative helicase MOV-10 isoform X2;putative helicase MOV-10 isoform X1,MOV10,25.87745667,26.15327263,25.91854858,26.32015419,25.65774536,25.86877251,26.16834831,26.123703
,0.860735192925121,0.420980930328369,XP_020947142;XP_020947141;XP_020947140;XP_020947139;XP_013843651;XP_013843650;XP_005655548;XP_020947143,XP_020947142;XP_020947141;XP_020947140;XP_020947139;XP_013843651;XP_013843650;XP_005655548;XP_020947143,GTP-binding protein 1 isoform X1;GTP-binding protein 1 isoform X1;GTP-binding protein 1 isoform X1;GTP-binding protein 1 isoform X1;GTP-binding protein 1 isoform X1;GTP-binding protein 1 isoform X1;GTP-binding protein 1 isoform X1;GTP-binding protein 1 iso,GTPBP1,26.0508213,26.20316315,25.39273643,25.87093544,25.54415703,25.07005501,25.33517647,25.8843441
,0.425412663639897,-0.402469158172607,XP_005655606;XP_020929069,XP_005655606;XP_020929069,tubulin alpha-1A chain isoform X1;tubulin alpha-8 chain isoform X1,TUBA1A,27.09888649,27.58305168,27.29754066,27.62135696,27.78674889,28.18286133,26.69125748,28.54984474
,1.37553669879648,0.190983295440674,XP_005655646;NP_001157469;XP_005655644;XP_020946771,XP_005655646;NP_001157469;XP_005655644;XP_020946771,myosin light polypeptide 6 isoform X3;myosin light polypeptide 6;myosin light polypeptide 6 isoform X1;myosin light polypeptide 6 isoform X2,MYL6,31.45454216,31.33537865,31.42632484,31.21870422,31.29581261,31.20314789,31.11010933,31.06194687
,0.612160809295877,-0.14472770690918,XP_005655770,XP_005655770,LOW QUALITY PROTEIN: anoctamin-6,ANO6,24.70977783,24.98023987,24.58554649,24.77570343,24.81191444,24.88734627,24.80282021,25.12809753
,0.434577757275754,-0.0701689720153809,XP_005655861,XP_005655861,programmed cell death protein 5,PDCD5,27.74316788,27.60660744,27.61554527,27.57405281,27.8016243,27.76072121,27.52484703,27.73285675
,0.0388760741238077,-0.0105123519897461,XP_005655879,XP_005655879,LOW QUALITY PROTEIN: transcription elongation factor SPT5,SUPT5H,26.0122261,26.1666832,26.25205231,26.25340652,26.06533813,26.06613922,26.21630478,26.37863541
+,3.19385456370368,0.457590579986572,XP_020948874;XP_005655917;XP_020948873;NP_001116555,XP_020948874;XP_005655917;XP_020948873;NP_001116555,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial isoform X2;2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial isoform X2;2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial isoform X1;2-oxoisovalerate dehydrogenase subunit alph",BCKDHA,28.14598465,28.39705276,28.19713593,28.12632561,27.81781387,27.80513573,27.74278259,27.67040443
,0.49770614247405,-0.118710517883301,XP_005655974,XP_005655974,"LOW QUALITY PROTEIN: persulfide dioxygenase ETHE1, mitochondrial",ETHE1,27.01254654,26.95138168,27.16144562,26.98174286,27.37931252,27.20508385,27.08608246,26.91147995
+,1.85078066328193,0.383642673492432,XP_020950862;XP_013844186;XP_005656043,XP_020950862;XP_013844186;XP_005656043,protein RER1;protein RER1;protein RER1,RER1,28.87806511,28.73408508,28.4375,28.69955444,28.14981651,28.43045807,28.24812126,28.3862381
+,3.92724473532356,-0.349618911743164,XP_005656096;XP_005656097;NP_001072148,XP_005656096;XP_005656097;NP_001072148,cell division control protein 42 homolog isoform X1;cell division control protein 42 homolog isoform X2;cell division control protein 42 homolog,CDC42,28.88171577,28.90893364,28.7455101,28.81243706,29.16334152,29.22494888,29.16194916,29.19683266
,1.13455797113823,-0.270865440368652,XP_020949244;XP_020949243;XP_005656210;XP_005656209;XP_013844336;XP_005656208;XP_005656207;XP_020949241;XP_005656205;NP_001138850,XP_020949244;XP_020949243;XP_005656210;XP_005656209;XP_013844336;XP_005656208;XP_005656207;XP_020949241;XP_005656205;NP_001138850,putative tyrosine-protein phosphatase auxilin isoform X4;putative tyrosine-protein phosphatase auxilin isoform X4;putative tyrosine-protein phosphatase auxilin isoform X4;putative tyrosine-protein phosphatase auxilin isoform X7;putative tyrosine-protein ph,DNAJC6,25.72793198,25.56171227,25.7025032,25.66890335,25.6085701,25.99942207,25.95599937,26.18052101
+,2.77596200952623,0.404426097869873,XP_005656340;NP_001231113,XP_005656340;NP_001231113,reticulocalbin-2 isoform X2;reticulocalbin-2 precursor,RCN2,29.64699936,29.87740707,29.78167725,29.94628716,29.39450073,29.34246445,29.51675606,29.38094521
,0.0741282647511922,-0.0170907974243164,XP_005656456;XP_020955158,XP_005656456;XP_020955158,methylmalonate-semialdehyde dehydrogenase;methylmalonate-semialdehyde dehydrogenase,ALDH6A1,29.05569077,29.28392029,29.3088665,29.11299324,29.16872978,29.21083069,29.35357094,29.09670258
,1.36657331333407,-0.412163257598877,XP_005656604;XP_013844803,XP_005656604;XP_013844803,caspase-6 isoform X1;caspase-6 isoform X2,CASP6,25.29935837,24.67049789,24.90855408,25.07667542,25.44439507,25.4730835,25.55015945,25.13610077
+,3.10930274773412,0.429020881652832,XP_020957468;XP_020957485;XP_005656635;XP_020957469;XP_005656636;XP_013844900;XP_020957487;XP_020957486;XP_020957484;XP_020957483;XP_020957482;XP_020957495;XP_020957481;XP_020957476;XP_020957475;XP_020957474;XP_020957473;XP_020957472;XP_020957471;XP_020957470;XP_020957490;XP_020957489;XP_020957496;XP_020957494;XP_020957514;XP_020957513;XP_020957491;XP_020957492;XP_020957493;XP_020957507;XP_020957506;XP_020957477;XP_020957478;XP_020957515;XP_020957479;XP_020957516;XP_020957502;XP_020957480;XP_020957503;XP_020957498;XP_020957488;XP_020957497;XP_020957504;XP_005656639;XP_020957508;XP_020957509;XP_020957512;XP_020957499;XP_020957501;XP_020957505,XP_020957468;XP_020957485;XP_005656635;XP_020957469;XP_005656636;XP_013844900;XP_020957487;XP_020957486;XP_020957484;XP_020957483;XP_020957482;XP_020957495;XP_020957481;XP_020957476;XP_020957475;XP_020957474;XP_020957473;XP_020957472;XP_020957471;XP_020957470;XP_020957490;XP_020957489;XP_020957496;XP_020957494;XP_020957514;XP_020957513;XP_020957491;XP_020957492;XP_020957493;XP_020957507;XP_020957506;XP_020957477;XP_020957478;XP_020957515;XP_020957479;XP_020957516;XP_020957502;XP_020957480;XP_020957503;XP_020957498;XP_020957488;XP_020957497;XP_020957504;XP_005656639;XP_020957508;XP_020957509;XP_020957512;XP_020957499;XP_020957501;XP_020957505,protein transport protein Sec31A isoform X1;protein transport protein Sec31A isoform X11;protein transport protein Sec31A isoform X14;protein transport protein Sec31A isoform X1;protein transport protein Sec31A isoform X14;protein transport protein Sec31A,SEC31A,30.87584114,31.00885201,31.04439926,30.9903717,30.38143921,30.59004784,30.58522034,30.6466732
,1.06625117919544,-0.127859592437744,XP_005656840,XP_005656840,"isoleucine--tRNA ligase, mitochondrial",IARS2,28.53032875,28.66434669,28.48116112,28.50297928,28.74691963,28.53645515,28.7150898,28.69178963
+,2.97108552674299,-0.771476745605469,XP_005657006,XP_005657006,synaptic vesicle membrane protein VAT-1 homolog,VAT1,31.70857811,31.54503632,31.81844711,31.75664711,32.22756577,32.61846161,32.72977829,32.33880997
,1.61839512193235,-0.378171443939209,XP_005657025,XP_005657025,retinoid-inducible serine carboxypeptidase,SCPEP1,26.13989067,26.4801445,26.52698326,26.49507713,26.80291939,26.98500633,26.80845451,26.55840111
+,1.73400773820619,1.12886714935303,XP_005657028,XP_005657028,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,27.62414932,28.14816856,28.162117,27.92886162,27.6028614,26.4695797,26.13944244,27.13594437
,0.761988796259311,1.45531940460205,XP_005657041;XP_005657040;XP_020923112;XP_005657039;XP_013845411;XP_013845410;XP_020923111;XP_020923110,XP_005657041;XP_005657040;XP_020923112;XP_005657039;XP_013845411;XP_013845410;XP_020923111;XP_020923110,BUB3-interacting and GLEBS motif-containing protein ZNF207 isoform X7;BUB3-interacting and GLEBS motif-containing protein ZNF207 isoform X6;BUB3-interacting and GLEBS motif-containing protein ZNF207 isoform X5;BUB3-interacting and GLEBS motif-containing pr,ZNF207,28.06100655,27.88692856,28.32074738,27.86201096,27.65996552,27.48077583,23.77677345,27.39190102
,0.411616788757272,0.104661464691162,XP_005657071;XP_020923220;XP_020923221,XP_005657071;XP_020923220;XP_020923221,phosphatidylinositol transfer protein alpha isoform isoform X1;phosphatidylinositol transfer protein alpha isoform isoform X2;phosphatidylinositol transfer protein alpha isoform isoform X3,PITPNA,28.30168915,28.01323891,28.24381638,28.10619545,27.92053795,28.28643417,27.9052372,28.1340847
,2.3445983335709,0.159850597381592,XP_013845457;XP_005657075;XP_005657074;NP_999415,XP_013845457;XP_005657075;XP_005657074;NP_999415,platelet-activating factor acetylhydrolase IB subunit alpha isoform X1;platelet-activating factor acetylhydrolase IB subunit alpha isoform X1;platelet-activating factor acetylhydrolase IB subunit alpha isoform X1;platelet-activating factor acetylhydrolase,PAFAH1B1,29.85697556,29.84463692,29.88489151,29.79448509,29.6468792,29.7676506,29.69728661,29.62977028
,0.0245088418608709,-0.00571489334106445,XP_005657393;XP_001927816,XP_005657393;XP_001927816,phosphatidylinositol transfer protein beta isoform isoform X1;phosphatidylinositol transfer protein beta isoform isoform X2,PITPNB,27.90127182,27.82644653,27.7951355,27.61076736,27.64409637,27.87420082,27.83261681,27.80556679
,1.74012976109847,0.107093334197998,XP_020930028;XP_005657428;XP_020930023;XP_013845844;XP_020930027;XP_020930026;XP_020930024;XP_013845845;XP_020930022;XP_013845843;XP_005657422;XP_020930029;XP_005657430,XP_020930028;XP_005657428;XP_020930023;XP_013845844;XP_020930027;XP_020930026;XP_020930024;XP_013845845;XP_020930022;XP_013845843;XP_005657422;XP_020930029;XP_005657430,AP-1 complex subunit beta-1 isoform X4;AP-1 complex subunit beta-1 isoform X4;AP-1 complex subunit beta-1 isoform X2;AP-1 complex subunit beta-1 isoform X2;AP-1 complex subunit beta-1 isoform X3;AP-1 complex subunit beta-1 isoform X3;AP-1 complex subunit b,AP1B1,28.83071327,28.9667244,28.95107651,28.92790031,28.78166199,28.83692551,28.83140945,28.7980442
,0.647899218169641,0.648025989532471,XP_005657582,XP_005657582,LOW QUALITY PROTEIN: kelch repeat and BTB domain-containing protein 11,KBTBD11,25.92415619,25.52420425,25.51198578,25.49213028,25.7565155,23.94478798,24.3970108,25.76205826
,0.240314420555419,-0.368020057678223,XP_005657711;XP_005657710;XP_020933401;XP_013846153,XP_005657711;XP_005657710;XP_020933401;XP_013846153,AP-3 complex subunit mu-2 isoform X1;AP-3 complex subunit mu-2 isoform X1;AP-3 complex subunit mu-2 isoform X2;AP-3 complex subunit mu-2 isoform X2,AP3M2,23.40523148,24.89147568,25.35140991,25.42623329,25.36723137,25.55984688,23.93377876,25.68557358
,0.562912746774779,0.0935044288635254,XP_020934513;XP_005657795;XP_020934505;XP_013846229;XP_005657794;XP_013846230;XP_020934506;XP_020934507;XP_020934509;XP_020934512;XP_020934511;XP_020934510;XP_020934517;XP_020934515;XP_013846235;XP_013846232;XP_013846233;XP_013846231;XP_005657801;XP_005657799;XP_013846234;XP_020934516;XP_020934514;XP_020934508,XP_020934513;XP_005657795;XP_020934505;XP_013846229;XP_005657794;XP_013846230;XP_020934506;XP_020934507;XP_020934509;XP_020934512;XP_020934511;XP_020934510;XP_020934517;XP_020934515;XP_013846235;XP_013846232;XP_013846233;XP_013846231;XP_005657801;XP_005657799;XP_013846234;XP_020934516;XP_020934514;XP_020934508,putative RNA-binding protein Luc7-like 2 isoform X8;putative RNA-binding protein Luc7-like 2 isoform X4;putative RNA-binding protein Luc7-like 2 isoform X1;putative RNA-binding protein Luc7-like 2 isoform X2;putative RNA-binding protein Luc7-like 2 isoform,LOC102162486,27.57945824,27.75512695,27.69345284,27.56978798,27.5411911,27.40981293,27.7182312,27.55457306
+,1.48626663408221,0.758996963500977,XP_005657854;XP_005657853;XP_005657852;NP_001230348,XP_005657854;XP_005657853;XP_005657852;NP_001230348,RNA-binding protein 3 isoform X2;RNA-binding protein 3 isoform X2;RNA-binding protein 3 isoform X1;RNA-binding protein 3,RBM3,28.59612274,28.67912292,28.72793198,28.40450287,27.73026657,27.77975273,28.56772232,27.29395103
,0.8468522122038,0.617528915405273,XP_005657895;XP_013846388,XP_005657895;XP_013846388,protein PBDC1 isoform X1;protein PBDC1 isoform X2,LOC100515118,25.19599152,25.01350403,25.16675949,25.16978264,25.28655052,24.04118919,24.97615242,23.77202988
,1.3854807702483,-0.169581890106201,XP_020947457;XP_020947449;XP_005659462;XP_013848243;XP_013848244;XP_013848245;XP_020947340;XP_013848246;XP_020947355;XP_020947367;XP_013848248;XP_020947370;XP_020947372;XP_020947376;XP_020947381;XP_020947386;XP_020947392;XP_020947396;XP_020947400;XP_020947404;XP_020947408;XP_020947411;XP_020947413;XP_020947420;XP_020947425;XP_020947429;XP_020947438;XP_020947440;XP_005659461;XP_020947435,XP_020947457;XP_020947449;XP_005659462;XP_013848243;XP_013848244;XP_013848245;XP_020947340;XP_013848246;XP_020947355;XP_020947367;XP_013848248;XP_020947370;XP_020947372;XP_020947376;XP_020947381;XP_020947386;XP_020947392;XP_020947396;XP_020947400;XP_020947404;XP_020947408;XP_020947411;XP_020947413;XP_020947420;XP_020947425;XP_020947429;XP_020947438;XP_020947440;XP_005659461;XP_020947435,clathrin coat assembly protein AP180 isoform X17;clathrin coat assembly protein AP180 isoform X17;clathrin coat assembly protein AP180 isoform X1;clathrin coat assembly protein AP180 isoform X1;clathrin coat assembly protein AP180 isoform X1;clathrin coat,SNAP91,27.80137825,27.89330673,27.91666985,27.88040352,27.93606949,28.07566643,28.19915199,27.959198
+,2.83475080620031,-0.341253757476807,XP_020938343;XP_020938333;XP_020938322;XP_005659487;XP_005659486;XP_013848266;XP_020938293;XP_005659485;XP_013848265;XP_013848264;XP_020938274;XP_020938260;XP_020938253;XP_005659483;XP_020938238;NP_999186,XP_020938343;XP_020938333;XP_020938322;XP_005659487;XP_005659486;XP_013848266;XP_020938293;XP_005659485;XP_013848265;XP_013848264;XP_020938274;XP_020938260;XP_020938253;XP_005659483;XP_020938238;NP_999186,unconventional myosin-VI isoform X9;unconventional myosin-VI isoform X9;unconventional myosin-VI isoform X8;unconventional myosin-VI isoform X8;unconventional myosin-VI isoform X8;unconventional myosin-VI isoform X7;unconventional myosin-VI isoform X6;unco,MYO6,30.64306259,30.54618645,30.65702057,30.58566666,31.03610229,30.85430145,30.85072899,31.05581856
+,2.68246674617975,0.37568998336792,XP_005659584;XP_005659587;XP_005659590;XP_005659591,XP_005659584;XP_005659587;XP_005659590;XP_005659591,tropomyosin alpha-1 chain isoform X16;tropomyosin alpha-1 chain isoform X19;tropomyosin alpha-1 chain isoform X22;tropomyosin alpha-1 chain isoform X23,TPM1,28.70266151,28.84397888,28.82040405,28.71852493,28.25741386,28.43475914,28.55171585,28.33892059
+,1.72067313484157,1.55264759063721,XP_005659586;XP_005659589,XP_005659586;XP_005659589,tropomyosin alpha-1 chain isoform X18;tropomyosin alpha-1 chain isoform X21,TPM1,26.62156677,25.12484741,26.22705269,26.32875633,24.4066925,24.00315857,24.10536194,25.57641983
,0.0435770748277867,0.0153636932373047,XP_020950920;XP_005659652;XP_013848436;XP_013848434;XP_020950916;XP_013848435;XP_013848433;XP_001926803;XP_020950942;XP_005659654,XP_020950920;XP_005659652;XP_013848436;XP_013848434;XP_020950916;XP_013848435;XP_013848433;XP_001926803,unconventional myosin-Va isoform X7;unconventional myosin-Va isoform X6;unconventional myosin-Va isoform X4;unconventional myosin-Va isoform X2;unconventional myosin-Va isoform X5;unconventional myosin-Va isoform X3;unconventional myosin-Va isoform X1;unco,MYO5A,27.26624489,27.43698311,27.27639771,27.20750618,27.00902557,27.18413925,27.46964073,27.46287155
,0.591155580472303,-0.0833826065063477,XP_020952325;XP_005659735,XP_020952325;XP_005659735,microtubule-associated protein 1A isoform X2;microtubule-associated protein 1A isoform X1,MAP1A,29.03875923,29.14355469,28.92515755,28.98877525,29.06460762,29.06640625,29.25053978,29.0482235
+,2.34648552789973,-0.341798305511475,XP_005659821,XP_005659821,protein FAM98B,FAM98B,27.47900391,27.7679348,27.66553307,27.53452682,27.84804535,28.01180077,28.02944183,27.92490387
,0.503647913956921,1.08270263671875,XP_005659919;XP_013849961;XP_020956187,XP_005659919,60S ribosomal protein L4,RPL4,27.64147949,30.11309433,28.39754295,27.73911667,25.68131828,26.81470108,27.57181358,29.49258995
+,1.39055038799739,0.517179012298584,XP_020929675;XP_020929671;XP_020929663;XP_005659966;XP_005659964;XP_005659963;XP_020929628;XP_020929626;XP_020929689;XP_020929686;XP_013848821;XP_020929634;XP_020929633;XP_020929640,XP_020929675;XP_020929671;XP_020929663;XP_005659966;XP_005659964;XP_005659963;XP_020929628;XP_020929626;XP_020929689;XP_020929686;XP_013848821;XP_020929634;XP_020929633,cTAGE family member 5 isoform X11;cTAGE family member 5 isoform X10;cTAGE family member 5 isoform X9;cTAGE family member 5 isoform X8;cTAGE family member 5 isoform X7;cTAGE family member 5 isoform X6;melanoma inhibitory activity protein 2 isoform X2;melano,MIA2,26.49988937,27.11793137,26.40934372,26.66152954,26.03328133,26.43401146,26.26654816,25.88613701
,0.443048457532886,-0.0618386268615723,XP_020929836;XP_020929830;XP_020929819;XP_013848937;XP_020929788;XP_020929782;XP_020929775;XP_005660096;XP_020929851;XP_020929844;XP_020929860;XP_013848940;REV__XP_013838006,XP_020929836;XP_020929830;XP_020929819;XP_013848937;XP_020929788;XP_020929782;XP_020929775;XP_005660096;XP_020929851;XP_020929844,nesprin-2 isoform X5;nesprin-2 isoform X4;nesprin-2 isoform X3;nesprin-2 isoform X2;nesprin-2 isoform X1;nesprin-2 isoform X1;nesprin-2 isoform X1;nesprin-2 isoform X1;nesprin-2 isoform X7;nesprin-2 isoform X6,SYNE2,29.61447525,29.62679672,29.4571476,29.63263321,29.76156044,29.59486008,29.55088997,29.6710968
,0.0427173010067846,-0.0615835189819336,XP_020935470;XP_005660144;XP_020935466;XP_020935468;XP_020935467;XP_020935465;XP_020935469;XP_013841651,XP_020935470;XP_005660144;XP_020935466;XP_020935468;XP_020935467;XP_020935465;XP_020935469;XP_013841651,ras-related GTP-binding protein B isoform X5;ras-related GTP-binding protein A;ras-related GTP-binding protein B isoform X2;ras-related GTP-binding protein B isoform X3;ras-related GTP-binding protein B isoform X3;ras-related GTP-binding protein B isoform,RRAGB,23.55203438,24.30646896,24.09119797,24.44139099,24.72641373,22.7791214,24.51977348,24.61211777
+,1.84071727524784,-0.408416748046875,XP_005660149;XP_020957867;NP_001230599;XP_020957809,XP_005660149;XP_020957867;NP_001230599;XP_020957809,PC4 and SFRS1-interacting protein isoform X1;PC4 and SFRS1-interacting protein isoform X3;PC4 and SFRS1-interacting protein;PC4 and SFRS1-interacting protein isoform X2,PSIP1,27.61259651,27.8659668,28.09602356,27.9082756,28.13706779,28.42858124,28.35098076,28.19989967
,0.536292564828724,0.661552906036377,XP_005660429;XP_020923626;XP_005660428,XP_005660429;XP_020923626;XP_005660428,alpha-1-acid glycoprotein isoform X2;alpha-1-acid glycoprotein isoform X3;alpha-1-acid glycoprotein isoform X1,ORM1,30.97055626,30.9669857,31.17919922,30.79125786,31.83201981,30.45091057,29.77053642,29.20832062
,0.75962681065351,-0.0684928894042969,XP_005660460;NP_001026953,XP_005660460;NP_001026953,ras-related protein Rab-14 isoform X1;ras-related protein Rab-14,RAB14,29.67453384,29.69090843,29.56996727,29.58942223,29.70373535,29.67295074,29.78766632,29.63445091
,0.50814613771052,-0.0991339683532715,XP_005660499,XP_005660499,60S ribosomal protein L12,RPL12,30.02564621,29.96333885,30.18423462,30.29963875,30.09206963,30.28383255,30.19976044,30.29373169
,0.0424029730816444,0.0518851280212402,XP_005660587;XP_005660586,XP_005660587;XP_005660586,nuclear pore complex protein Nup214 isoform X2;nuclear pore complex protein Nup214 isoform X1,NUP214,24.75294685,25.65072441,26.00463867,25.83939743,25.38261414,26.17928696,24.67845535,25.79981041
